,label,text
272,0,“Satelit Merah Putih Milik Telkom Indonesia Resmi Diluncurkan SpaceX”
273,0,Klarifikasi Garuda Indonesia Soal Pesawatnya yang Dikatakan Tergelincir di Bandara Adisucipto
274,0,Klarifikasi BIN terkait Pesan Berantai yang Sebut 29 Tokoh Pendukung Prabowo-Sandiaga sedang Dimonitori oleh Aparat
275,0,Pihak BRI Kalrifikasi Info Terkait Pemblokiran Massal Atm BRI Pada 30 Oktober 2018
276,0,Klarifikasi Humas Pemprov NTB Terkait Kabar Gurbenur Zulkifliemansyah yang Disebut Mengucapkan Selamat kepada Prabowo – Sandi
"277,0,""Dianggap Lecehkan Guru, Iklan Hago Diprotes"""
278,0,“Dinkes Pamekasan: Kasus Santri Kadur Efek ORI Difteri”
279,0,Surat suara yang sah harus ada tanda tangan KPPS
280,0,“Pembongkaran mesjid China memicu kebuntuan di Ningxia”
281,0,Guru di Bekasi Dipecat Lewat Pesan Grup Whatsapp Gara-Gara Beda Pilihan di Pilkada Jabar
282,0,Penjelasan Data dan Fakta dari Pernyataan Djarot Saiful Hidayat yang Membandingkan Kinerja Jokowi dengan SBY soal Pembangunan di Sumut
283,0,Penjelasan Polresta Surabaya dan Ketua Front Mahasiswa Nasional (FMN) Surabaya Terkait Informasi 2 Mahasiswa Non-Papua yang Hilang Pasca Penggerebekan
284,0,“Banser-PDIP Berdamai”
285,0,Bahaya Daging Kurban Dibungkus Kresek Hitam
"286,0,""Polisi Membubarkan Parade LGBT di Istanbul, Turki"""
287,0,Klarifikasi BKN Terkait Surat Optimalisasi Pemenuhan Kebutuhan PNS oleh BKN
288,0,Klarifikasi dari Rektor UIN Suska Riau terkait Surat Pemecatan Ustaz Abdul Somad sebagai Dosen
"289,0,""Penggalian Saluran Air di Penjaringan, Jakarta Utara Bukan Proyek Palyja"""
"290,0,""BAYI MENINGGAL KARENA LAHIR TANPA BIDAN, KAPUSKESMAS KADING BONE BERI KLARIFIKASI"""
291,0,Klarifikasi KPK Terkait Foto Setya Novanto Tanpa Baju Tahanan
292,0,Penjelasan Bawaslu dan KPU terkait Kabar Pasien Pengidap Gangguan Jiwa Boleh Nyoblos dalam Pemilu 2019
293,0,Klarifikasi UGM Terkait Pencabutan Izin Tempat Penyelenggaraan Seminar Kebangsaan: Kepemimpinan Era Milenial
294,0,Klarifikasi Gus Mus ( A. Mustofa Bisri ) Terkait Video ‘Rekayasa’ Dirinya Menanggapi Pernyataan Ma’ruf Amin
295,0,“Dugaan Pelanggaran Pemilu di Acara Singkawang Bersholawat”
"296,0,""Klarifikasi Ainun Baharuddin Terkait Meme yang Bertuliskan “Tusuk ka, kalau amuki enak”"""
297,0,“Foto Ridwan Kamil dan Sukmawati Soekarnoputri adalah Saat Meresmikan Renovasi Penjara Bung Karno di Banceuy”
298,0,“Ratusan Pekerja Pertamina RU II Dumai Tolak Akuisisi Pertagas”
299,0,KEPOLISIAN ANGKAT BICARA TERKAIT FOTO KOMPAK PENONTON YANG ACUNGKAN SALAM DUA JARI DI MILLENIAL ROAD SAFETY FESTIVAL
300,0,Klarifikasi Kepala SDN 085 Ciumbuleuit Tutup Foto Pemimpin Negara Dengan Kertas
301,0,“BCA Tak Mencetak Struk ATM yang Bertuliskan 2019 Ganti Presiden”
302,0,“Artis Dorce Gamalama Tidak Meninggal Dunia”
303,0,Kementerian PUPR Beri Klarifikasi Perihal Isu Pengambilalihan Proyek Enam Ruas Tol di DKI Jakarta
304,0,KEPOLISIAN MEDAN ANGKAT BICARA TERKAIT FOTO KORBAN BEGAL YANG ALAMI PUTUS TANGAN
"305,0,""KLARIFIKASI REBECCA, WANITA YANG DITUDING TEMBAK RAZAN AL-NAJJAR"""
306,0,Klarifikasi PT Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung
"307,0,""BKSDA Klarifikasi Soal Penampakan Harimau Sumatra di Agam, Sumatra Barat"""
308,0,TIDAK ADA PENGRUSAKKAN PANGGUNG ISTIGHOSAH OLEH PERSAUDARAAN SETIA HATI TERATE
309,0,Klarifikasi BKN Terkait Adanya Informasi Mengenai Tidak Perlu Ujian Bagi Peserta CPNS yang Lulus Administrasi
"310,0,""NUNGGAK BPJS TAK BISA URUS SIM-STNK, PIHAK TERKAIT BERIKAN KLARIFIKASI"""
311,0,Pesawat Citilink QG 801 Rute Semarang-Surabaya Tidak Hilang
312,0,Klarifikasi @susipudjiastuti Mengenai “Mensupport 20 Bis Dari Pangandaran Untuk Aksi 411”
313,0,Klarifikasi Tokopedia Terkait Isu Kebocoran Data
314,0,“KPAI Bantah 55 Anak Meninggal karena Korban Vaksin”
315,0,Klarifikasi Polisi Terkait Isu Larangan Kendaraan Plat L dan W Masuk ke Malang
316,0,Kementrian Agama Bantah Sertifikat Perizinan Untuk Kelompok Bimbingan Ibadah Haji (KBIH)
317,0,Klarifikasi Video Viral Polisi Menendang Muka Ibu-Ibu
318,0,“Klarifikasi Kemendagri dan KPU Terkait 31 Juta Data Pemilih yang Disebut Misterius dan Tidak Bisa Dibuka”
319,0,SMS yang bertuliskan ‘Coblos Khofifah-Emil for Amien Rais Presiden 2019!’
320,0,Klarifikasi Taman Safari Indonesia Terkait Harbonas Sale Tiket Terusan Panda
321,0,Klarifikasi Mahkamah Konstitusi Terkait Isu Anwar Usman Belum Laporkan Harta Kekayaannya
"322,0,""DIRUMORKAN PUNYA ATURAN BARU PEMBATASAN WAKTU PASIEN BERTEMU DOKTER, BPJS ANGKAT BICARA"""
323,0,Revisi deskripsi foto di berita Tempo “Rumah Tahan Gempa Rp 15 Juta Mulai Berdiri di Lombok Utara”
324,0,Berita “Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu” yang Diturunkan
325,0,Video soal Tak Ada Lagi Tahlil dan NU Jadi Fosil Jika Jokowi-Ma’ruf Kalah
326,0,“Kapolres Jakpus Sebut Kabar Warga Tewas di Acara Bagi-bagi Sembako Monas Hoax”
327,0,“Dorce Bantah Menuding Ratna Sarumpaet sebagai Transgender”
328,0,Pihak Kepolisian dan The Jakmania Bantah Melakukan Sweeping Plat D di Halim Perdana Kususma Semalam
329,0,Unggahan Hasil C1 Pleno TPS di Bangil Pasuruan Berbeda dengan Hasil Situng KPU
"330,0,""Klarifikasi Kuasa Hukum Buni Yani Terkait Judul Artikel “Buni Yani: Saya Diterlantarkan Setelah Ahok Masuk Penjara, Saya Menyesal Mencelakai Ahok”"""
"331,0,""“Mengenal Likuifaksi, Fenomena ‘Tanah Bergerak’ Gempa Palu”"""
332,0,“Misbakhun Bantah Fasilitasi RSCC Adakan Konferensi Pers Terkait Pemblokiran Rekening Bank Milik Ruben PS Marey”
333,0,“Anies Baswedan Bantah Tunjuk Sudirman Said jadi Wakil Gubernur DKI Jakarta”
"334,0,""Papan Elektronik Masjid Unsri Diretas: ‘Sholat no 1, Presiden No 2’"""
335,0,Penjelasan Terkait Informasi Mobil Berstiker Prabowo-Sandi Tidak Boleh Masuk Kebun Raya Bogor
336,0,Klarifikasi PT KAI Atas Tuduhan Membatalkan Tiket Rombongan Reuni 212
"337,0,""“RS Wates Pasang Spanduk, Umumkan BPJS Menunggak Belasan Miliar”"""
338,0,“Suara sumbang petani Kendal yang digusur proyek tol”
339,0,Klarifikasi GIGI Mengenai “Band Gigi for Prabowo Sandi”
340,0,“BMKG Menilai Pemberitaan Aljazeera yang Mengatakan Polusi Udara di Jakarta ‘Tidak Sehat’ Jelang Asian Games adalah Berlebihan”
341,0,TNI Mengklarifikasi Bahwa Kapal Motor Cepat (KMC) Komando AD-1605 Tenggelam Bukan Karena Kelebihan Muatan
342,0,“BMKG: Alat Pendeteksi Tsunami di Selat Sunda Hilang Sejak 2007”
343,0,Gatot Nurmantyo Bantah Isi Pesan Berantai Yang Mencatut Namanya
344,0,Pertamina Tidak Bangkrut
"345,0,""Dituduh Punya Hubungan Spesial Dengan Ahok, Grace Natalie Beri Klarifikasi"""
346,0,Tidak Ada 7 Teroris di Bengkulu
"347,0,""“Klarifikasi Polres Jembrana terkait Penodongan di Dekat SPBU Tuwed, Melaya”"""
348,0,“Indo Barometer Bantah Buat Hasil Survei Pilpres 2019 antara Jokowi dan Prabowo”
349,0,Selebaran Poster Acara Penobatan Miss Waria Banten 2018
"350,0,""Klarifikasi dari Dinkes terkait Informasi Ramuan Minyak Tanah yang Bisa Mengobati Penyakit Asam Urat, Kolesterol, dan Tekanan Darah Tinggi"""
351,0,Edy Rahmayadi Tidak Terkena Stroke
352,0,“BI Bantah Kebijakan KPR DP 0% Mencontoh Anies – Sandi”
353,0,Penjelasan Lengkap terkait Miftahul Jannah yang Didiskualifikasi dari Asian Para Games 2018 karena Berhijab
354,0,“BMKG Bantah Gempa Lombok Dapat Picu Gempa Megatrhust di Selatan Jawa – Selat Sunda”
355,0,ISU PENCULIKAN DISERTAI PEMERKOSAAN TERHADAP REMAJA DI BALIKPAPAN TIDAK TERBUKTI
"356,0,""Klarifikasi LIPI Terkait Isu Pemusnahan Buku, Tesis, dan Disertasi"""
357,0,PBNU Tidak Pernah Menuding Pemerintah Menggunakan Dana CSR BUMN Digunakan Untuk Gerakan Khilafah
"358,0,""“Xiami, Jualan HP Atau Komunisme”"""
359,0,Cek Fakta Pidato Kebangsaan Prabowo Subianto
360,0,“Bukan Bus Calon Jamaah Haji Asal Indonesia yang Mengalami Kecelakaan dan Terbakar di Wilayah Asfan”
361,0,Kantor Staf Kepresidenan Mengklarifikasi Bahwa Tidak Ada Dokumen Penting Negara yang Hilang Pada Kasus Pencurian Terhadap Stafnya
362,0,5 Panita Pengawas Desa di Aceh Tamiang Dipecat karena Pose Dua Jari
363,0,KPU Bantah Informasi Yang Menyebut Bahwa Kemarin Adalah Batas Terakhir Pengecekan Daftar Pemilih Pilpres 2019
"364,0,""Klarifikasi Pihak Kepolisian Terkait Isu Pembegalan di Pesing, Jakarta Barat"""
365,0,“Mahfud MD Bantah Mengusulkan Penghentian Kasus Novel Baswedan”
366,0,Kode QR ke Tautan hebatdiki(dot)com
367,0,Penjelasan terkait Novel Baswedan yang Disebut jadi Partisipan Partai Gerindra dan Ketidaknetralan KPK di Pilpres 2019
368,0,“KPK Bantah Terima Tiket Gratis Asian Games dari Erick Tohir”
369,0,Berita Terkait Tenaga Kerja Asing Memiliki E-KTP di Cianjur
370,0,“diteriakkan nama Prabowo”
"371,0,""Sri Mulyani Beri Klarifikasi Terkait Sajak yang Berisi tentang Keluarga, Kehilangan dan Lion Air JT 610"""
372,0,“Charta Politika Tidak Pernah Melakukan Survei Nasional dengan Simulasi Jokowi – KH. Ma’ruf Amin dan Prabowo Subianto – Sandiaga Uno”
373,0,Imigrasi Kota Semarang Tangkap 40 WNA Pelaku Kejahatan
374,0,Penjelasan Terkait Adanya Simbol yang Menyerupai Tulisan Allah di Sepatu Nike Air Max
375,0,Kurma Impor Produksi Israel
376,0,“Setidaknya 70 tewas dalam serangan militer Afghanistan di masjid”
"377,0,""MUNCUL ISU PENCULIKAN ANAK DI WILAYAH CILODONG DEPOK, PIHAK KEPOLISIAN BERI KLARIFIKASI"""
378,0,Penjelasan Airnav Indonesia terkait Kabar Mengenai Kondisi Bandara SIS Al-Jufrie di Palu yang Tidak Kondusif
379,0,Prabowo Bantah Ditawari Rp. 15 Triliun untuk Menjadi Cawapres Jokowi
380,0,Perhutani Mengklarifikasi Penemuan Lahan Pembibitan Ganja di Bogor
381,0,“Klarifikasi Gubernur Anies Terkait Dirinya Seolah Dipayungi Presiden Jokowi”
382,0,Klarifikasi Grab Indonesia Terkait Dukungan Forum Komunikasi Grab Lampung (FOKGRAL) Kepada Salah Satu Pasangan Calon Pilgub Lampung
383,0,“Belum Ada Rencana Ujian Nasional 2019 Diselenggarakan sebanyak Tiga Kali”
"384,0,""“Tidak Ada Sekber Ormas dan OKP untuk Capres dan Cawapres, Jokowi dengan Tito”"""
"385,0,""OKNUM TERCIDUK PESTA GANJA MENGAKU DARI UNIVERSITAS BOSOWA, PIHAK KAMPUS KLARIFIKASI"""
386,0,Foto Prabowo dan Titiek Soeharto
387,0,Klarifikasi Terkait Perbedaan Hasil Situng KPU Ketika Dipindahkan Dalam Bentuk Microsoft Excel
388,0,“PKS dan Gerindra Purwakarta Bantah Pasang Spanduk yang Dinilai Provokatif”
389,0,Universitas Muhammadiyah Kupang Bantah Akan Menginisasi Gerakan #GantiPresiden2019
390,0,Klarifikasi Atas Isu OTT Bupati Kapuas Oleh KPK
391,0,“Kronologis Polisi Berondong Sedan Terobos Razia di Lubuklinggau”
"392,0,""DITUDING TAWARKAN PEKERJAAN KE PERETAS SITUS KPU, POLRI BERI BANTAHAN"""
"393,0,""Terduga Teroris IS yang Tertangkap di Sleman, Yogyakarta Bukan Pelatih Judo di UGM"""
394,0,Klarifikasi Polres Bogor Terkait Pembuatan SIM Tanpa Tes Rp. 150 Ribu di Acara Millenial Road Safety Festival
395,0,Ketua INASGOC Bantah Indonesia Bermain Curang Pada Cabang Pencak Silat ASIAN Games 2018
396,0,Klarifikasi “Kenapa sholat di tempat ibadah agama lain? apakah dalam keadaan darurat?”
397,0,Polisi Mengklarifikasi Bahwa Tidak Ada Bom di Pasuruan
398,0,“Ormas Projo Bantah Keluarkan Surat Aksi Kiri Super Senyap”
